Player,Team,Position,DRS,FramingRuns Saved,PitchesFramed,StolenBase Runs,PickoffRuns,ThrowingRuns,INF GBRuns,DP RunsStart,DP RunsPivot,IFFBRuns,BuntRuns,OF FlyBallRuns,OF ArmRuns,BlockingRuns
"Paul Smith","Rice","1B","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Austin Klug","Purdue","P","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Max Ortega","Cal State Fullerton","C","-0.11","-2.17","391","0.05","0.00","0.05","0.00","0.00","-0.02","0.00","0.00","0.00","0.00","2.02"
"Michael Mayhugh","Marist","LF","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00"
"Nico Senese","Georgia Southern","SS","-0.11","0.00","0","0.00","0.00","0.00","-0.19","-0.04","0.11","0.01","0.00","0.00","0.00","0.00"
"Alessandro Castro","Nevada","P","-0.11","0.00","0","0.00","0.00","0.00","0.10","0.00","0.00","0.00","-0.22","0.00","0.00","0.00"
"Hudson Brignac","Northwestern State","2B","-0.11","0.00","0","0.00","0.00","0.00","-0.08","0.00","-0.04","0.00","0.00","0.00","0.00","0.00"
"Park Roeder","Mississippi Valley","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Bryan Martinez","Utah Tech","RF","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00"
"Vahn Lackey","Georgia Tech","1B","-0.11","0.00","0","0.00","0.00","0.00","-0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brooks House","UAB","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Brayton Thomas","Indiana","P","-0.11","0.00","0","0.00","0.00","0.00","0.20","-0.01","0.00","-0.85","0.56","0.00","0.00","0.00"
"Kade Kisz","Georgia Southern","2B","-0.11","0.00","0","0.00","0.00","0.00","-0.19","0.00","0.08","0.00","0.00","0.00","0.00","0.00"
"James Morice","Northeastern","P","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Jacob Smoot","Manhattan","P","-0.11","0.00","0","0.00","0.00","0.00","-0.32","-0.02","0.00","0.00","0.23","0.00","0.00","0.00"
"Evan Joubert","Texas Southern","3B","-0.11","0.00","0","0.00","0.00","0.00","0.61","0.09","0.00","0.01","-0.83","0.00","0.00","0.00"
"Tommy Walker","Appalachian State","C","-0.11","1.74","313","-0.31","0.00","-0.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.54"
"Will Youngman","Fairfield","P","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Andrew Speranza","Marist","P","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Albert Roblez","Oregon State","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Ian Goodness","Le Moyne","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Ashton Quiller","Arkansas State","CF","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.27","0.16","0.00"
"Jace Gillmore","Santa Clara","P","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Nic Schutte","Murray State","P","-0.11","0.00","0","0.00","0.00","0.00","-0.13","-0.03","0.00","0.00","0.06","0.00","0.00","0.00"
"Jack Holubowski","Bradley","LF","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00"
"Alex Jankowski","Long Island","P","-0.11","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.01","0.00","0.00","0.00","0.00"
"Easton Rulli","New Mexico State","LF","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00"
"Brandon Arvidson","Tennessee","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Carson Bryant","College of Charleston","P","-0.11","0.00","0","0.00","0.00","0.00","-0.24","0.00","0.00","0.00","0.14","0.00","0.00","0.00"
"Jaxon Baker","Long Beach State","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Luke DeVasher","Baylor","P","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Noah Massey","New Mexico State","C","-0.11","-0.25","11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.14"
"Eric Williams","Mississippi Valley","SS","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryan Gerety","Northeastern","LF","-0.11","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00"
"Aiden Poe","Air Force","P","-0.11","0.00","0","0.00","0.00","0.00","0.10","0.00","0.00","0.00","-0.21","0.00","0.00","0.00"
"Zac Colletti","Incarnate Word","P","-0.11","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.06","0.00","0.00","0.00"
"Harry Carr","Delaware","2B","-0.11","0.00","0","0.00","0.00","0.00","-0.19","0.00","0.06","0.01","0.00","0.00","0.00","0.00"
"Kelven Perera","Ole Miss","C","-0.11","-0.02","12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.09"
"Josh Cunnigan","Seattle","C","-0.11","-0.46","437","0.08","0.00","0.08","0.00","0.00","0.00","0.00","0.06","0.00","0.00","0.21"
"Nick DiRito","Appalachian State","P","-0.11","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hank Krift","Elon","P","-0.12","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryder Brooks","UC Irvine","P","-0.12","0.00","0","0.00","0.00","0.00","-0.08","0.00","0.00","0.00","-0.04","0.00","0.00","0.00"
"Luke Lawrence","Kentucky","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.11","-0.02","0.00","0.01","0.00","0.00","0.00","0.00"
"Jake Barbour","UNC Greensboro","2B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","-0.11","0.08","0.02","0.00","0.00","0.00","0.00"
"Brady Petit","Saint Mary's (CA)","1B","-0.12","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Carter Murphy","USF","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Gunnar Myro","UNLV","SS","-0.12","0.00","0","0.00","0.00","0.00","-0.72","0.27","0.30","0.02","0.00","0.00","0.00","0.00"
"Carter Christenson","Xavier","LF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Tegan Kuhns","Tennessee","P","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.01","-0.13","0.00","0.00","0.00"
"Sean Griggs","Stetson","2B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Isaiah Shayter","Penn State","P","-0.12","0.00","0","0.00","0.00","0.00","-0.01","-0.04","0.00","0.00","-0.07","0.00","0.00","0.00"
"Hunter Meyer","Cal State Fullerton","LF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Cade Norton","Winthrop","RF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Andrew Cutler","George Washington","P","-0.12","0.00","0","0.00","0.00","0.00","-0.09","0.00","0.00","0.00","-0.03","0.00","0.00","0.00"
"Nolan Geisler","UMass Lowell","P","-0.12","0.00","0","0.00","0.00","0.00","-0.27","0.00","0.00","0.00","0.15","0.00","0.00","0.00"
"JT Smith","Wofford","C","-0.12","-0.28","72","-0.05","0.00","-0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.21"
"Nicholas Dromboski","Stony Brook","RF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Talan Kelly","Utah Tech","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Keon Moseni","Central Arkansas","C","-0.12","-0.09","5","-0.10","0.00","-0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.07"
"Joe Dolinshek","Alabama State","1B","-0.12","0.00","0","0.00","0.00","0.00","-0.20","-0.03","0.12","0.00","0.00","0.00","0.00","0.00"
"James Nichols","Merrimack","P","-0.12","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Rylan Lujo","Georgia","2B","-0.12","0.00","0","0.00","0.00","0.00","-0.30","0.08","0.09","0.00","0.00","0.00","0.00","0.00"
"Payton Frehner","College of Charleston","LF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Hogan Denny","Indiana","LF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Coleman Ryan","Texas Tech","2B","-0.12","0.00","0","0.00","0.00","0.00","-0.09","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryder Kirtley","Miami (OH)","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.11","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Michael Whooley","Villanova","SS","-0.12","0.00","0","0.00","0.00","0.00","-0.73","0.20","0.31","0.10","0.00","0.00","0.00","0.00"
"Jackson Campbell","Saint Joseph's","P","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","-0.01","0.00","-0.11","0.00","0.00","0.00"
"Brandon Sanchez","Northern Colorado","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","-0.07","0.00","0.00","0.08","0.00","0.00","0.00"
"Arturo Ormaza","Toledo","P","-0.12","0.00","0","0.00","0.00","0.00","-0.29","0.00","0.00","0.00","0.17","0.00","0.00","0.00"
"Devon Wilkes","CSU Bakersfield","1B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","-0.02","0.00","0.01","0.00","0.00","0.00","0.00"
"Christopher Roa Calcano","Miami (OH)","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.09","0.00","-0.03","0.00","0.00","0.00","0.00","0.00"
"Matthew Pazak","Penn","C","-0.12","-0.44","38","0.07","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.25"
"Sean Heffernan","Mount St. Mary's","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Champion Shipley","UMES","2B","-0.12","0.00","0","0.00","0.00","0.00","-0.20","0.00","0.08","0.00","0.00","0.00","0.00","0.00"
"Chris Barkasy","Central Connecticut","3B","-0.12","0.00","0","0.00","0.00","0.00","-0.10","-0.02","-0.02","0.01","0.00","0.00","0.00","0.00"
"Ryan Tyranski","Cincinnati","RF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Wesley Jones","Charlotte","P","-0.12","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.02","0.00","0.00","0.00"
"Ethan Eberle","Louisville","P","-0.12","0.00","0","0.00","0.00","0.00","-0.11","-0.02","0.00","0.00","0.00","0.00","0.00","0.00"
"Braydon Wooldridge","UC Davis","CF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.28","0.16","0.00"
"Dom Kibler","Milwaukee","RF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Javin Gauthier","Valparaiso","RF","-0.12","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","0.00","0.00"
"Shawn Parnell","Northern Kentucky","P","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00","0.00"
"Ellis Reid III","Saint Peter's","LF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Collin Senior","Southern Indiana","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.31","0.28","0.00","0.00","-0.10","0.00","0.00","0.00"
"Griffen Paige","Wright State","P","-0.13","0.00","0","0.00","0.00","0.00","0.53","-0.03","0.00","0.00","-0.63","0.00","0.00","0.00"
"Drew Grego","Nebraska","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.68","1.55","0.00"
"Alexandre Giguère","Washington State","C","-0.13","-0.33","194","-0.08","0.00","-0.08","0.00","0.00","0.00","0.00","-1.02","0.00","0.00","1.30"
"Luca Danos","Loyola Marymount","SS","-0.13","0.00","0","0.00","0.00","0.00","-0.09","-0.04","0.00","0.00","0.00","0.00","0.00","0.00"
"Max McGwire","Saint Louis","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Dakota Stone","North Florida","P","-0.13","0.00","0","0.00","0.00","0.00","-0.34","-0.03","0.00","0.00","0.24","0.00","0.00","0.00"
"Andrew Keller","Campbell","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"CJ Patterson","Norfolk State","P","-0.13","0.00","0","0.00","0.00","0.00","-0.26","0.00","0.00","0.00","0.13","0.00","0.00","0.00"
"Archer Ogbourne","Jacksonville","LF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Aidan O'Keefe","Richmond","SS","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Matt Dobson","CSU Bakersfield","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Trey Higgins","Samford","LF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Ian Koosman","Creighton","P","-0.13","0.00","0","0.00","0.00","0.00","-0.19","0.00","0.00","0.00","0.06","0.00","0.00","0.00"
"Nicholas Solorzano","UMass Lowell","C","-0.13","0.11","502","-0.47","0.00","-0.47","0.04","0.00","-0.04","0.00","0.00","0.00","0.00","0.23"
"Blayne Fritcher","Lamar","P","-0.13","0.00","0","0.00","0.00","0.00","0.07","0.00","0.00","0.00","-0.20","0.00","0.00","0.00"
"Danny Surowiec","Boston College","1B","-0.13","0.00","0","0.00","0.00","0.00","-0.43","0.13","0.07","0.01","0.09","0.00","0.00","0.00"
"Joey Craig","Omaha","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Alex Bustamante","UT Arlington","2B","-0.13","0.00","0","0.00","0.00","0.00","-0.09","-0.04","0.00","0.00","0.00","0.00","0.00","0.00"
"Parker Morgan","McNeese","P","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00","0.00"
"Christian Westcott","Nicholls","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Balin Valentine","Lamar","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Chris Hoalcraft","St. Bonaventure","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.12","-0.02","-0.02","0.02","0.00","0.00","0.00","0.00"
"Blane Schmitt","West Georgia","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Angel Cervantes","UCLA","P","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Luke Hayes","Morehead State","P","-0.13","0.00","0","0.00","0.00","0.00","0.04","0.00","0.00","0.00","-0.17","0.00","0.00","0.00"
"Dawson Walls","Oral Roberts","C","-0.13","-0.07","25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.06"
"Luis Cedeno","Marist","CF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Korbin Pettigrew","Illinois-Chicago","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Grayden Harris","Southern Miss","P","-0.13","0.00","0","0.00","0.00","0.00","0.60","-0.06","0.00","0.01","-0.69","0.00","0.00","0.00"
"CJ Oxendine","Virginia Tech","C","-0.13","-0.25","43","0.11","0.00","0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01"
"Ethan Swaby","North Dakota State","P","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Landon Parker","NJIT","C","-0.13","-0.11","7","0.00","0.00","0.00","0.00","0.00","-0.02","0.00","0.00","0.00","0.00","0.00"
"Owen Ralph","Lindenwood","2B","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Noah Berge","Winthrop","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Evan Chavez","UC Riverside","SS","-0.13","0.00","0","0.00","0.00","0.00","-0.09","-0.04","0.00","0.00","0.00","0.00","0.00","0.00"
"Jacob Tobias","Lipscomb","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Vidal Colon","Illinois-Chicago","CF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.67","0.54","0.00"
"Carrington Aaron","Radford","SS","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Tyler Gerteisen","North Florida","LF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Robert Fortenberry","Kansas State","P","-0.13","0.00","0","0.00","0.00","0.00","-0.18","-0.01","0.00","0.00","0.05","0.00","0.00","0.00"
"Aric Anderson","Rice","C","-0.13","-1.61","243","0.30","0.54","0.84","0.00","0.00","0.00","0.00","0.44","0.00","0.00","0.19"
"Gatlin Sanders","Mississippi State","SS","-0.13","0.00","0","0.00","0.00","0.00","-0.19","0.06","0.00","0.00","0.00","0.00","0.00","0.00"
"Brant Ertel","George Mason","P","-0.13","0.00","0","0.00","0.00","0.00","-0.15","-0.03","0.00","0.01","0.04","0.00","0.00","0.00"
"Charlie Niehaus","Cincinnati","LF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Logan Fyffe","Missouri State","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.10","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Zach Sabers","Campbell","P","-0.13","0.00","0","0.00","0.00","0.00","0.20","-0.03","0.00","0.00","-0.30","0.00","0.00","0.00"
"Keilon Parnell","Alabama A&M","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"Patrick Hebda","Mount St. Mary's","RF","-0.13","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.13","0.00","0.00"
"EJ Ettinger","New Haven","SS","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Shaun Mante","Grambling","P","-0.13","0.00","0","0.00","0.00","0.00","0.06","0.00","0.00","0.00","-0.18","0.00","0.00","0.00"
"Chase Thomas","Texas Tech","3B","-0.13","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Christopher Florentino","St. Bonaventure","CF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Sam Griffith","Oakland","3B","-0.14","0.00","0","0.00","0.00","0.00","-0.04","0.01","0.00","0.04","-0.14","0.00","0.00","0.00"
"Eddie Peters","Xavier","3B","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Vytas Valincius","Mississippi State","LF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Jack Reynolds","South Carolina","SS","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chandler Fowler","Texas A&M-Corpus Christi","P","-0.14","0.00","0","0.00","0.00","0.00","-0.27","-0.04","0.00","0.00","0.17","0.00","0.00","0.00"
"Tyler Seidman","Bucknell","P","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00"
"Ryan King","CSU Bakersfield","P","-0.14","0.00","0","0.00","0.00","0.00","-0.03","0.00","0.00","0.00","-0.11","0.00","0.00","0.00"
"Mikey Plummer","Navy","P","-0.14","0.00","0","0.00","0.00","0.00","-0.23","0.00","0.00","0.00","0.09","0.00","0.00","0.00"
"Sam Young","Richmond","P","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00"
"Chase Hanawalt","Fordham","P","-0.14","0.00","0","0.00","0.00","0.00","0.54","-0.01","0.00","0.00","-0.67","0.00","0.00","0.00"
"Bryce Dolce","Alabama A&M","P","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00"
"Sean Carey","Sacramento State","P","-0.14","0.00","0","0.00","0.00","0.00","0.42","-0.03","-0.01","0.00","-0.52","0.00","0.00","0.00"
"Jake McClure","Little Rock","LF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Spencer Stephens","Navy","P","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00"
"Bryce McFeely","California Baptist","1B","-0.14","0.00","0","0.00","0.00","0.00","-0.09","-0.01","-0.04","0.00","0.00","0.00","0.00","0.00"
"Kydese Queen","Norfolk State","SS","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Edoardo Cornelli","Omaha","SS","-0.14","0.00","0","0.00","0.00","0.00","-0.19","-0.03","0.08","0.00","0.00","0.00","0.00","0.00"
"Logan Knight","Cincinnati","P","-0.14","0.00","0","0.00","0.00","0.00","-0.04","0.00","0.00","0.00","-0.10","0.00","0.00","0.00"
"Connor Throneberry","Manhattan","P","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Will Henson","Ohio","SS","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Will Fahey","Monmouth","RF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Luke Szepek","Stony Brook","C","-0.14","-0.67","275","-0.11","0.00","-0.11","0.10","0.00","-0.02","0.01","0.00","0.00","0.00","0.55"
"Andrew Rudd","California Baptist","P","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00"
"Davis Rivers","Texas Tech","C","-0.14","-0.95","56","0.06","0.56","0.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.19"
"Steven Mazza","Marist","P","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bentley Yeatts","Longwood","3B","-0.14","0.00","0","0.00","0.00","0.00","-0.36","0.00","0.00","0.01","0.21","0.00","0.00","0.00"
"Colin Linteo","Saint Mary's (CA)","SS","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Connor Doherty","Delaware","RF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Carrson Sova","Bowling Green","P","-0.14","0.00","0","0.00","0.00","0.00","0.08","0.00","0.00","0.00","-0.22","0.00","0.00","0.00"
"Karsten Sweum","Gonzaga","P","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"James Green","Presbyterian","LF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Cooper Harris","Alcorn State","1B","-0.14","0.00","0","0.00","0.00","0.00","-0.06","-0.02","-0.10","0.03","0.00","0.00","0.00","0.00"
"Layne Akers","Middle Tennessee","LF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Adam Magpoc","San Diego State","3B","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00"
"Ross Felder","Missouri State","P","-0.14","0.00","0","0.00","0.00","0.00","0.07","0.00","0.00","0.00","-0.21","0.00","0.00","0.00"
"Brett Moseley","Ole Miss","RF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Mason Lang","South Dakota State","SS","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Cayden Baker","Baylor","P","-0.14","0.00","0","0.00","0.00","0.00","-0.21","0.00","0.00","0.01","0.06","0.00","0.00","0.00"
"Dario Romeo","North Florida","RF","-0.14","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.14","0.00","0.00"
"Logan Lowe","UNC Asheville","2B","-0.14","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Nate Kirkpatrick","VCU","1B","-0.15","0.00","0","0.00","0.00","0.00","-0.16","-0.01","0.00","0.01","0.00","0.00","0.00","0.00"
"Kalen Applefield","California","RF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Kenan Bowman","USC Upstate","CF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Jacob Parker","Mississippi State","CF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Curtis McKay","Niagara","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Preston Newberry","Incarnate Word","RF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
