Player,Team,Position,DRS,FramingRuns Saved,PitchesFramed,StolenBase Runs,PickoffRuns,ThrowingRuns,INF GBRuns,DP RunsStart,DP RunsPivot,IFFBRuns,BuntRuns,OF FlyBallRuns,OF ArmRuns,BlockingRuns
"Grant McGuire","Winthrop","RF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Brooks Wright","Southeastern Louisiana","RF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Shane Carter","Delaware State","P","-0.15","0.00","0","0.00","0.00","0.00","-0.09","-0.06","0.00","0.00","0.00","0.00","0.00","0.00"
"Donte Valentine","Central Connecticut","SS","-0.15","0.00","0","0.00","0.00","0.00","-0.07","-0.04","-0.04","0.00","0.00","0.00","0.00","0.00"
"Parker Coley","Western Kentucky","RF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Michael Pastrana","Le Moyne","P","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00","0.00"
"Esteban Torres","UMES","P","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00","0.00"
"Lance Wade","Missouri State","P","-0.15","0.00","0","0.00","0.00","0.00","-0.25","0.00","0.00","0.00","0.10","0.00","0.00","0.00"
"Kaul Perkins","Nicholls","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Nate Langbehn","Toledo","P","-0.15","0.00","0","0.00","0.00","0.00","-0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Clint Lafferty","Mississippi Valley","P","-0.15","0.00","0","0.00","0.00","0.00","-0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Hekili Robello","Hawaii","P","-0.15","0.00","0","0.00","0.00","0.00","-0.04","-0.01","0.00","0.00","-0.09","0.00","0.00","0.00"
"Andrew Ramirez","Southeast Missouri","3B","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00","0.00"
"Ryan Wynn","Georgia","SS","-0.15","0.00","0","0.00","0.00","0.00","-0.12","-0.04","0.00","0.01","0.00","0.00","0.00","0.00"
"Tyson Owens","Kansas","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Kyle Koehler","Florida International","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Jack Salmon","UNLV","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.46","1.31","0.00"
"Josh Skowronski","Winthrop","RF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.52","0.36","0.00"
"Connor Meidroth","San Diego","2B","-0.15","0.00","0","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ezra McNaughton","BYU","1B","-0.15","0.00","0","0.00","0.00","0.00","-0.08","-0.01","0.12","0.04","-0.21","0.00","0.00","0.00"
"Houston Hirschkorn","UC Davis","1B","-0.15","0.00","0","0.00","0.00","0.00","-0.23","-0.01","0.00","0.00","0.09","0.00","0.00","0.00"
"Aaron Louis","Portland","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Matt Thompson","Kent State","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Luke Jones","Coastal Carolina","P","-0.15","0.00","0","0.00","0.00","0.00","-0.24","0.00","0.00","0.00","0.09","0.00","0.00","0.00"
"Jackson Godfrey","Western Carolina","1B","-0.15","0.00","0","0.00","0.00","0.00","-0.21","0.00","0.07","0.00","0.00","0.00","0.00","0.00"
"Sam Schwamb","North Carolina A&T","C","-0.15","-0.35","116","-0.08","0.14","0.06","0.05","0.00","0.00","0.00","-0.01","0.00","0.00","0.09"
"Jeremiah Arnett","Rice","P","-0.15","0.00","0","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","-0.05","0.00","0.00","0.00"
"Jett Ruby","Fresno State","1B","-0.15","0.00","0","0.00","0.00","0.00","-0.10","-0.01","-0.02","0.01","-0.02","0.00","0.00","0.00"
"Derek Bartek","Fairleigh Dickinson","P","-0.15","0.00","0","0.00","0.00","0.00","0.00","-0.01","0.00","0.00","-0.14","0.00","0.00","0.00"
"Gavin Faulkner","Eastern Kentucky","P","-0.15","0.00","0","0.00","0.00","0.00","-0.31","0.00","-0.01","0.00","0.16","0.00","0.00","0.00"
"Nate Earley","USF","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Ryan Sellers","Norfolk State","P","-0.15","0.00","0","0.00","0.00","0.00","-0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Aidan Botti","Rhode Island","CF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Austin Rhue","La Salle","3B","-0.15","0.00","0","0.00","0.00","0.00","-0.19","0.09","0.00","0.01","-0.06","0.00","0.00","0.00"
"William Andrade","New Orleans","P","-0.15","0.00","0","0.00","0.00","0.00","-0.09","0.13","0.00","0.00","-0.19","0.00","0.00","0.00"
"Ryan Peterson","Sam Houston State","P","-0.15","0.00","0","0.00","0.00","0.00","0.27","0.00","0.00","0.00","-0.43","0.00","0.00","0.00"
"Maddox Miller","Mississippi State","P","-0.15","0.00","0","0.00","0.00","0.00","-0.25","0.00","0.00","0.00","0.11","0.00","0.00","0.00"
"Eric Williams","Mississippi Valley","LF","-0.15","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.15","0.00","0.00"
"Kendall Dove","UTSA","P","-0.15","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.01","0.00","0.00","0.00","0.00"
"Christopher Gutierrez","UTSA","P","-0.15","0.00","0","0.00","0.00","0.00","-0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Maddox Meyer","Omaha","P","-0.15","0.00","0","0.00","0.00","0.00","-0.24","0.00","-0.01","0.00","0.09","0.00","0.00","0.00"
"Matthew Steinberg","Manhattan","P","-0.16","0.00","0","0.00","0.00","0.00","-0.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Matous Bubenik","UNC Wilmington","C","-0.16","-0.66","66","-0.14","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.64"
"Aidan Teel","Mississippi State","CF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.40","0.24","0.00"
"Spencer Nolan","Charlotte","1B","-0.16","0.00","0","0.00","0.00","0.00","-0.25","0.00","0.09","0.00","0.00","0.00","0.00","0.00"
"Aidan Dougherty","Washington","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Aris Rivera","Florida International","C","-0.16","-0.17","365","-0.76","0.00","-0.76","-0.31","0.00","0.00","0.00","0.00","0.00","0.00","1.07"
"Max Buettenback","Nebraska","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Bradley Brown","Queens (NC)","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Caden Wolfley","Charleston Southern","CF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Brandyn Gonzalez","FGCU","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Lucas Watson","Milwaukee","P","-0.16","0.00","0","0.00","0.00","0.00","-0.23","0.00","0.00","0.00","0.07","0.00","0.00","0.00"
"Michael Gibson","The Citadel","1B","-0.16","0.00","0","0.00","0.00","0.00","-0.17","0.00","-0.03","0.04","0.00","0.00","0.00","0.00"
"Max Palinski","Ohio","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Jake D'Altrui","New Orleans","SS","-0.16","0.00","0","0.00","0.00","0.00","-0.26","-0.01","0.10","0.00","0.00","0.00","0.00","0.00"
"Daniel Stewart","Western Kentucky","C","-0.16","-0.11","15","-0.10","0.00","-0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.05"
"Maddox Thornton","Oral Roberts","P","-0.16","0.00","0","0.00","0.00","0.00","-0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"John Emendorfer","Charleston Southern","1B","-0.16","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.01","0.00","0.00","0.00","0.00"
"Marcus Sanders","Coppin State","SS","-0.16","0.00","0","0.00","0.00","0.00","-0.22","0.00","0.05","0.01","0.00","0.00","0.00","0.00"
"Kade Kisz","Georgia Southern","3B","-0.16","0.00","0","0.00","0.00","0.00","-0.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Sean Stewart","Norfolk State","2B","-0.16","0.00","0","0.00","0.00","0.00","-0.32","-0.07","0.21","0.02","0.00","0.00","0.00","0.00"
"Jackson Nystrom","San Francisco","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Jarret Nielsen","Grand Canyon","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Evan Raabe","St. Thomas (MN)","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Steve Polizzi","Saint Peter's","C","-0.16","-1.12","579","-1.53","0.28","-1.25","0.00","0.00","0.00","0.00","0.15","0.00","0.00","2.07"
"Brett McKinnon","Merrimack","CF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Andrew Gauna","San Diego","CF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Andrew Palmer","East Tennessee State","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Ray Altmeyer","Mercyhurst","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Nash Horton","Pepperdine","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Ryan Ohm","Illinois","P","-0.16","0.00","0","0.00","0.00","0.00","-0.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Trey Mandina","CSU Bakersfield","C","-0.16","-0.16","7","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ethan Reynolds","Western Kentucky","CF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Dylan Kaminski","Western Illinois","P","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00","0.00"
"Jackson Mirza","USF","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Brent Smith","Elon","3B","-0.16","0.00","0","0.00","0.00","0.00","-0.30","0.05","0.00","0.00","0.10","0.00","0.00","0.00"
"Eli DeRossi","Mount St. Mary's","P","-0.16","0.00","0","0.00","0.00","0.00","-0.26","-0.02","0.00","0.00","0.12","0.00","0.00","0.00"
"Andrew Hart","NJIT","CF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Thomas Lynch","Purdue","C","-0.16","-0.06","12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.10"
"Tyler Large","Western Illinois","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Noah Foster","Southern Indiana","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Caiden Brezinski","Butler","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"M.J. Wright","Lafayette","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Mason Steele","UAB","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Chaz Anthony","Le Moyne","LF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Adam Broski","Michigan State","C","-0.16","-2.59","483","-0.23","0.82","0.59","0.07","-0.01","-0.02","0.00","0.13","0.00","0.00","1.67"
"Evan Williams","Jacksonville State","C","-0.16","0.30","11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.47"
"Robert Sasser III","Delaware State","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.16","0.00","0.00"
"Ryan Hunter","Southern","RF","-0.16","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.34","0.18","0.00"
"Eddie Smink","Pittsburgh","P","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Juan De La Cruz","Stetson","SS","-0.17","0.00","0","0.00","0.00","0.00","-0.10","-0.06","-0.01","0.00","0.00","0.00","0.00","0.00"
"Nehemiah Hixon","Alabama State","CF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Alexander Sifford","Georgia","2B","-0.17","0.00","0","0.00","0.00","0.00","-0.15","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Andres Gonzalez","Southern Indiana","P","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00","0.00"
"Larry Haskins","UT Arlington","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Niko Riera","Loyola Marymount","P","-0.17","0.00","0","0.00","0.00","0.00","-0.12","-0.01","0.00","0.00","-0.04","0.00","0.00","0.00"
"Chris Goode","Merrimack","CF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.34","0.16","0.00"
"Bennett Crerar","Princeton","RF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Bennett Siegel","Old Dominion","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Charlie Richwine","William & Mary","P","-0.17","0.00","0","0.00","0.00","0.00","-0.20","0.00","0.00","0.00","0.03","0.00","0.00","0.00"
"Jack Quinlan","Army","C","-0.17","-2.47","557","-0.17","0.00","-0.17","-0.27","0.00","-0.02","0.00","-1.04","0.00","0.00","3.80"
"Jake Middleton","South Alabama","P","-0.17","0.00","0","0.00","0.00","0.00","0.05","-0.01","0.00","0.00","-0.20","0.00","0.00","0.00"
"Jeric Curtis","Sam Houston State","CF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.71","1.54","0.00"
"Lawson Wheeler","Elon","2B","-0.17","0.00","0","0.00","0.00","0.00","-0.24","0.09","-0.02","0.00","0.00","0.00","0.00","0.00"
"Brayden Marks","North Dakota State","P","-0.17","0.00","0","0.00","0.00","0.00","-0.40","-0.02","-0.01","0.00","0.26","0.00","0.00","0.00"
"Brody Capps","Southeastern Louisiana","CF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"JP Acosta","Western Kentucky","2B","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Myles Kallinger","San Francisco","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Trevor Dosenbach","Richmond","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Cort MacDonald","Stanford","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"J.T. Crabbe","Saint Louis","C","-0.17","-0.09","8","-0.05","0.00","-0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.04"
"Gage Doss","Queens (NC)","RF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Jayton Greer","San Diego","1B","-0.17","0.00","0","0.00","0.00","0.00","-0.03","0.00","0.05","0.01","-0.21","0.00","0.00","0.00"
"JT Gunzy","Siena","P","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Kevin Karstetter","Penn State","1B","-0.17","0.00","0","0.00","0.00","0.00","0.23","-0.02","0.02","-0.41","0.00","0.00","0.00","0.00"
"Treyson Hughes","Virginia Tech","CF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Vytas Valincius","Mississippi State","RF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Colton Sundloff","UNLV","P","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Eddie Copper","Charlotte","P","-0.17","0.00","0","0.00","0.00","0.00","0.19","0.12","0.00","0.00","-0.47","0.00","0.00","0.00"
"Sam Mitchell","Alabama","P","-0.17","0.00","0","0.00","0.00","0.00","-0.13","0.00","0.00","0.00","-0.04","0.00","0.00","0.00"
"Caleb Bunch","Baylor","P","-0.17","0.00","0","0.00","0.00","0.00","-0.23","0.00","0.00","0.00","0.06","0.00","0.00","0.00"
"Connor Hensley","Campbell","P","-0.17","0.00","0","0.00","0.00","0.00","-0.29","0.00","0.00","0.00","0.12","0.00","0.00","0.00"
"Tyvon Moore","Prairie View","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Cale Vinson","Middle Tennessee","3B","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Isaac VanderWoude","Belmont","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Ryan Stoddard","Lafayette","1B","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Jayden Barroqueiro","Seton Hall","P","-0.17","0.00","0","0.00","0.00","0.00","-0.53","0.00","0.00","0.00","0.36","0.00","0.00","0.00"
"CJ Reid","Ohio State","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Evan Saito","Cal State Northridge","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Jake Beauchaine","Seattle","RF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Aiden Cook","Ohio","P","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blake Schaaf","Wake Forest","3B","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Lucas Klopp","New Haven","P","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00","0.00"
"Landon Gaz","UC Irvine","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Sean Benjamin","North Florida","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Brayden Jaksa","Oregon","RF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Cade Sonoqui","Western Illinois","P","-0.17","0.00","0","0.00","0.00","0.00","0.06","0.00","0.00","0.00","-0.23","0.00","0.00","0.00"
"Dylan Kordic","Cal Poly","RF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.72","0.55","0.00"
"Joe Colucci","Virginia","P","-0.17","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","-0.62","0.00","0.00","0.00"
"Patrick Mazur","Marshall","LF","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00"
"Aiden Barclay","Cornell","3B","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Benny Whiteaker","North Carolina A&T","P","-0.17","0.00","0","0.00","0.00","0.00","-0.26","0.00","0.00","0.00","0.09","0.00","0.00","0.00"
"Franklin Pichardo Jr.","Maryland","C","-0.17","-0.22","21","-0.05","0.00","-0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.10"
"Eamon Giblin","St. Bonaventure","SS","-0.17","0.00","0","0.00","0.00","0.00","-0.16","-0.02","0.00","0.00","0.00","0.00","0.00","0.00"
"Ralph Gariano","Lehigh","P","-0.17","0.00","0","0.00","0.00","0.00","-0.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Dave Yorke","Sacred Heart","1B","-0.17","0.00","0","0.00","0.00","0.00","-0.14","0.00","-0.02","0.00","0.00","0.00","0.00","0.00"
"Nikolas Miller","Nevada","P","-0.17","0.00","0","0.00","0.00","0.00","-0.21","-0.02","0.00","0.00","0.07","0.00","0.00","0.00"
"Ethan Bergan","Gonzaga","C","-0.17","-0.20","6","-0.05","0.00","-0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.08"
"Brandon Stone","South Carolina","P","-0.17","0.00","0","0.00","0.00","0.00","0.49","0.00","0.00","0.00","-0.66","0.00","0.00","0.00"
"Trey Usey","New Orleans","P","-0.17","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.17","0.00","0.00","0.00"
"Tyler August","Liberty","P","-0.18","0.00","0","0.00","0.00","0.00","-0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Joe Simpson","Campbell","RF","-0.18","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.18","0.00","0.00"
"Gabe Wright","Hawaii","LF","-0.18","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.18","0.00","0.00"
"Landon Kiefer","Lipscomb","P","-0.18","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.18","0.00","0.00","0.00"
"Logan Darnell","Mississippi Valley","P","-0.18","0.00","0","0.00","0.00","0.00","-0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Kevin Fedoruk","Monmouth","C","-0.18","0.15","177","-0.02","0.00","-0.02","0.13","-0.02","0.00","0.00","0.00","0.00","0.00","-0.43"
"Jacob Pannell","Central Arkansas","P","-0.18","0.00","0","0.00","0.00","0.00","-0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Logan Gregorio","Auburn","C","-0.18","-0.19","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Luc Lavigueur","Rhode Island","P","-0.18","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.18","0.00","0.00","0.00"
