Player,Team,Season,Type,PitchType,Metric,Value,Rank
"Braydon Wooldridge","UC Davis","2026","batting","all","Contact%","90.7%","1"
"AJ Oden","Iona","2026","batting","all","Contact%","90.1%","2"
"Ryan Perez","La Salle","2026","batting","all","Contact%","88.5%","3"
"Krayton Morse","Western Illinois","2026","batting","all","Contact%","86.6%","4"
"Wandel Campana","Western Illinois","2026","batting","all","Contact%","85.5%","5"
"Anthony Zollo","Iona","2026","batting","all","Contact%","84.5%","6"
"Jonathan Trejo","Texas Southern","2026","batting","all","Contact%","83.8%","7"
"Joey Wright","UC Davis","2026","batting","all","Contact%","83.6%","8"
"Kosei Suzuki","La Salle","2026","batting","all","Contact%","82.8%","9"
"Aiden Ciprian","Iona","2026","batting","all","Contact%","81.8%","10"
"Damian Rodriguez","Iona","2026","batting","all","Contact%","81.8%","10"
"Korey Williams","UC Davis","2026","batting","all","Contact%","81.3%","12"
"Zach Story","UC Davis","2026","batting","all","Contact%","81.1%","13"
"Nate Lopez","Texas Southern","2026","batting","all","Contact%","79.8%","14"
"Malachi Costello","Iona","2026","batting","all","Contact%","79.7%","15"
"Ethan Felix","UC Davis","2026","batting","all","Contact%","78.4%","16"
"Liam Bushey","Western Illinois","2026","batting","all","Contact%","77.8%","17"
"Joe Connolly","Western Illinois","2026","batting","all","Contact%","76.9%","18"
"Chase Swain","La Salle","2026","batting","all","Contact%","76.8%","19"
"Keenan Anzai","UC Davis","2026","batting","all","Contact%","76.6%","20"
"Carter Groen","La Salle","2026","batting","all","Contact%","76.6%","20"
"Justin Szestowicki","La Salle","2026","batting","all","Contact%","76.3%","22"
"Reyfield Adams III","Alcorn State","2026","batting","all","Contact%","75.6%","23"
"Sean Stephenson","Iona","2026","batting","all","Contact%","74.4%","24"
"Nickolas Mora","Iona","2026","batting","all","Contact%","74.0%","25"
"Jack Ruckert","LSU","2026","batting","fastball","Contact%","100.0%","1"
"Michael Quiros","Central Connecticut","2026","batting","fastball","Contact%","100.0%","1"
"Jack Laffitte","Michigan","2026","batting","fastball","Contact%","100.0%","1"
"Liam Barrett","UC Santa Barbara","2026","batting","fastball","Contact%","100.0%","1"
"RJ Holmes","Virginia","2026","batting","fastball","Contact%","100.0%","1"
"Zach Hampton","UMBC","2026","batting","fastball","Contact%","100.0%","1"
"Brady Bowen","Akron","2026","batting","fastball","Contact%","100.0%","1"
"Lukas Torres","Wagner","2026","batting","fastball","Contact%","98.4%","8"
"Ayden Schnarrs","VMI","2026","batting","fastball","Contact%","98.1%","9"
"Matt Graf","Lindenwood","2026","batting","fastball","Contact%","97.9%","10"
"Brayden Leonard","Villanova","2026","batting","fastball","Contact%","97.8%","11"
"Jack Lutz","USF","2026","batting","fastball","Contact%","97.6%","12"
"Connor Peek","Georgetown","2026","batting","fastball","Contact%","97.5%","13"
"Raphael Smeenk","Tarleton State","2026","batting","fastball","Contact%","97.4%","14"
"Ryan Hoeft","Norfolk State","2026","batting","fastball","Contact%","97.4%","14"
"Davis Hamilton","Minnesota","2026","batting","fastball","Contact%","97.3%","16"
"Evan Bouldin","Delaware","2026","batting","fastball","Contact%","97.3%","16"
"Will Jesske","Nebraska","2026","batting","fastball","Contact%","97.3%","16"
"Tyler Castro","Eastern Illinois","2026","batting","fastball","Contact%","97.2%","19"
"Dario Freschi","Saint Mary's (CA)","2026","batting","fastball","Contact%","97.2%","19"
"Sloan Barrett","Murray State","2026","batting","fastball","Contact%","97.1%","21"
"Daniel Contreras","Illinois","2026","batting","fastball","Contact%","97.1%","21"
"Chris Knowles","St. Thomas (MN)","2026","batting","fastball","Contact%","97.1%","21"
"Tommy Walker","Appalachian State","2026","batting","fastball","Contact%","97.1%","21"
"Nicholas Delvecchio","Long Island","2026","batting","fastball","Contact%","97.0%","25"
"Mark Henshon","Brown","2026","batting","slider","Contact%","100.0%","1"
"Gabe Petrucelli","Southern Illinois","2026","batting","slider","Contact%","100.0%","1"
"Connor Chisolm","Murray State","2026","batting","slider","Contact%","97.4%","3"
"Ethan Adkisson","Stephen F. Austin","2026","batting","slider","Contact%","96.4%","4"
"Brayden Martin","Maryland","2026","batting","slider","Contact%","96.3%","5"
"Carson Lorch","Tarleton State","2026","batting","slider","Contact%","96.3%","5"
"Casey Wensley","Bryant","2026","batting","slider","Contact%","96.3%","5"
"Mitchell Collins","North Florida","2026","batting","slider","Contact%","96.2%","8"
"Jaxon Pate","Jacksonville State","2026","batting","slider","Contact%","96.0%","9"
"Hector Rodriguez","Lamar","2026","batting","slider","Contact%","95.5%","10"
"Mikey Cruz Jr.","Nevada","2026","batting","slider","Contact%","95.5%","10"
"Ty Fredo","Mount St. Mary's","2026","batting","slider","Contact%","95.0%","12"
"Giovanni Licciardi","Southeastern Louisiana","2026","batting","slider","Contact%","94.7%","13"
"Bo Shinkle","Gonzaga","2026","batting","slider","Contact%","94.4%","14"
"Wyatt Wawro","Northern Illinois","2026","batting","slider","Contact%","94.1%","15"
"Hayden Robbins","Western Kentucky","2026","batting","slider","Contact%","93.8%","16"
"Rylan Lujo","Georgia","2026","batting","slider","Contact%","93.8%","16"
"Wandel Campana","Western Illinois","2026","batting","slider","Contact%","93.3%","18"
"Dominic Decker","Ole Miss","2026","batting","slider","Contact%","93.3%","18"
"Keegan Knutson","Missouri","2026","batting","slider","Contact%","93.1%","20"
"Rashawn Galloway","Texas State","2026","batting","slider","Contact%","93.1%","20"
"Charlie Davis","Belmont","2026","batting","slider","Contact%","92.9%","22"
"Charlie Parcell","Northern Illinois","2026","batting","slider","Contact%","92.9%","22"
"Ryan Lordier","Manhattan","2026","batting","slider","Contact%","92.6%","24"
"Tyler Lang","USC Upstate","2026","batting","slider","Contact%","92.3%","25"
"Alex Irizarry","Quinnipiac","2026","batting","changeup","Contact%","100.0%","1"
"Luke Lawrence","Kentucky","2026","batting","changeup","Contact%","100.0%","1"
"Jordan Jaffe","Liberty","2026","batting","changeup","Contact%","96.8%","3"
"Tanner Griffith","Saint Mary's (CA)","2026","batting","changeup","Contact%","96.8%","3"
"Matt Ineich","West Virginia","2026","batting","changeup","Contact%","95.7%","5"
"Brody Briggs","Arizona State","2026","batting","changeup","Contact%","94.4%","6"
"Griffin Crain","Louisville","2026","batting","changeup","Contact%","93.3%","7"
"Jake Ogden","Miami","2026","batting","changeup","Contact%","92.7%","8"
"Cody Nitowitz","Portland","2026","batting","changeup","Contact%","92.6%","9"
"Tyler Lang","USC Upstate","2026","batting","changeup","Contact%","92.3%","10"
"Mason Strong","Utah Valley","2026","batting","changeup","Contact%","92.0%","11"
"Nick Sutherlin","Indiana State","2026","batting","changeup","Contact%","91.7%","12"
"Braydon Wooldridge","UC Davis","2026","batting","changeup","Contact%","91.7%","12"
"Jaxon Pate","Jacksonville State","2026","batting","changeup","Contact%","91.7%","12"
"Caleb Wulf","Iowa","2026","batting","changeup","Contact%","91.7%","12"
"Ty Mainolfi","Boston College","2026","batting","changeup","Contact%","91.4%","16"
"Antonio Ducatelli","Central Connecticut","2026","batting","changeup","Contact%","90.9%","17"
"Eli Watson","Bellarmine","2026","batting","changeup","Contact%","90.6%","18"
"José Vasquez","Arkansas-Pine Bluff","2026","batting","changeup","Contact%","90.6%","18"
"Wyatt Hanoian","Air Force","2026","batting","changeup","Contact%","90.5%","20"
"Brooks Leonard","Northwestern State","2026","batting","changeup","Contact%","90.5%","20"
"Colby Lunsford","Louisiana Tech","2026","batting","changeup","Contact%","90.3%","22"
"Andrew Ildefonso","Florida International","2026","batting","changeup","Contact%","90.3%","22"
"Cooper Combs","Oral Roberts","2026","batting","changeup","Contact%","90.0%","24"
"Abbrie Covarrubias","USC","2026","batting","changeup","Contact%","89.7%","25"
"Davis Hamilton","Minnesota","2026","batting","curveball","Contact%","100.0%","1"
"Khi Holiday","Southern Indiana","2026","batting","curveball","Contact%","100.0%","1"
"Derek Curiel","LSU","2026","batting","curveball","Contact%","100.0%","1"
"Cleary Simpson","Marshall","2026","batting","curveball","Contact%","100.0%","1"
"Kent Schmidt","Georgia Tech","2026","batting","curveball","Contact%","100.0%","1"
"Jordan Crosland","Maryland","2026","batting","curveball","Contact%","100.0%","1"
"Owen Nowak","Middle Tennessee","2026","batting","curveball","Contact%","100.0%","1"
"JT Thompson","Abilene Christian","2026","batting","curveball","Contact%","95.7%","8"
"Mason Hamlin","Utah Valley","2026","batting","curveball","Contact%","95.5%","9"
"Tyler Minnick","Middle Tennessee","2026","batting","curveball","Contact%","95.2%","10"
"AJ Oden","Iona","2026","batting","curveball","Contact%","95.0%","11"
"Tim Simay","Southern Illinois","2026","batting","curveball","Contact%","95.0%","11"
"Daylan Pena","Murray State","2026","batting","curveball","Contact%","94.1%","13"
"Jeremy Sheffield","Georgetown","2026","batting","curveball","Contact%","94.1%","13"
"TJ Aiken","Old Dominion","2026","batting","curveball","Contact%","94.1%","13"
"Brennon Wright","South Alabama","2026","batting","curveball","Contact%","93.8%","16"
"Tye Wood","Tulane","2026","batting","curveball","Contact%","93.8%","16"
"Hayden Federico","Ole Miss","2026","batting","curveball","Contact%","93.8%","16"
"Ryland Duson","Prairie View","2026","batting","curveball","Contact%","93.8%","16"
"Jake Schaffner","North Carolina","2026","batting","curveball","Contact%","93.3%","20"
"Easton Moomau","UTRGV","2026","batting","curveball","Contact%","93.3%","20"
"Shannon Martin","Grambling","2026","batting","curveball","Contact%","93.3%","20"
"AJ Havrilla","Marshall","2026","batting","curveball","Contact%","92.9%","23"
"Easton Talt","Oregon State","2026","batting","curveball","Contact%","92.9%","23"
"Mikey Bell","Gonzaga","2026","batting","curveball","Contact%","92.9%","23"
"Tyler Cox","Houston","2026","batting","cutter","Contact%","95.5%","1"
"Trevor Lucas","UNC Wilmington","2026","batting","cutter","Contact%","88.9%","2"
"Maloy Heaghney","USC Upstate","2026","batting","cutter","Contact%","85.7%","3"
"John Stuetzer","Florida State","2026","batting","cutter","Contact%","85.0%","4"
"Cal Miller","Utah","2026","batting","cutter","Contact%","83.3%","5"
"Jax Gimenez","Oregon","2026","batting","cutter","Contact%","78.9%","6"
"Roman Martin","UCLA","2026","batting","cutter","Contact%","78.6%","7"
"Henry Zenor","USC Upstate","2026","batting","cutter","Contact%","78.3%","8"
"Will Anderson","Santa Clara","2026","batting","cutter","Contact%","78.1%","9"
"Mikey Bell","Gonzaga","2026","batting","cutter","Contact%","78.1%","9"
"Maddox Molony","Oregon","2026","batting","cutter","Contact%","76.9%","11"
"Ace Reese","Mississippi State","2026","batting","cutter","Contact%","76.5%","12"
"Luke Jacobs","Utah","2026","batting","cutter","Contact%","76.2%","13"
"Anthony Pack Jr.","Texas","2026","batting","cutter","Contact%","76.2%","13"
"Jake Bechtel","UNC Wilmington","2026","batting","cutter","Contact%","70.0%","15"
"Dawson Park","Texas State","2026","batting","cutter","Contact%","69.2%","16"
"Ryan Jaros","Rutgers","2026","batting","cutter","Contact%","68.8%","17"
"Henry Ford","Tennessee","2026","batting","cutter","Contact%","67.6%","18"
"Noah Sullivan","Mississippi State","2026","batting","cutter","Contact%","66.7%","19"
"Casey Borba","Texas","2026","batting","cutter","Contact%","66.7%","19"
"James McGee","Kennesaw State","2026","batting","cutter","Contact%","66.7%","19"
"Aidan Meola","Oklahoma State","2026","batting","cutter","Contact%","66.7%","19"
"Jase Woita","Missouri","2026","batting","cutter","Contact%","65.6%","23"
"Tony Lira","Arizona","2026","batting","cutter","Contact%","65.5%","24"
"Xavier Perez","Houston","2026","batting","cutter","Contact%","65.4%","25"
"AJ Oden","Iona","2026","batting","all","Z-Contact%","94.3%","1"
"Krayton Morse","Western Illinois","2026","batting","all","Z-Contact%","93.1%","2"
"Zach Story","UC Davis","2026","batting","all","Z-Contact%","93.1%","2"
"Braydon Wooldridge","UC Davis","2026","batting","all","Z-Contact%","92.8%","4"
"Wandel Campana","Western Illinois","2026","batting","all","Z-Contact%","92.2%","5"
"Anthony Zollo","Iona","2026","batting","all","Z-Contact%","91.8%","6"
"Reyfield Adams III","Alcorn State","2026","batting","all","Z-Contact%","90.3%","7"
"Joey Wright","UC Davis","2026","batting","all","Z-Contact%","90.3%","7"
"Ryan Perez","La Salle","2026","batting","all","Z-Contact%","90.2%","9"
"Nate Lopez","Texas Southern","2026","batting","all","Z-Contact%","89.5%","10"
"Korey Williams","UC Davis","2026","batting","all","Z-Contact%","89.5%","10"
"Kosei Suzuki","La Salle","2026","batting","all","Z-Contact%","89.4%","12"
"Aiden Ciprian","Iona","2026","batting","all","Z-Contact%","88.2%","13"
"Sean Stephenson","Iona","2026","batting","all","Z-Contact%","88.2%","13"
"Damian Rodriguez","Iona","2026","batting","all","Z-Contact%","87.7%","15"
"Liam Bushey","Western Illinois","2026","batting","all","Z-Contact%","87.3%","16"
"Jonathan Trejo","Texas Southern","2026","batting","all","Z-Contact%","86.3%","17"
"Justin Szestowicki","La Salle","2026","batting","all","Z-Contact%","85.1%","18"
"Isaiah Monge","Western Illinois","2026","batting","all","Z-Contact%","84.4%","19"
"Chase Swain","La Salle","2026","batting","all","Z-Contact%","84.1%","20"
"Keenan Anzai","UC Davis","2026","batting","all","Z-Contact%","83.6%","21"
"Carter Groen","La Salle","2026","batting","all","Z-Contact%","83.6%","21"
"Ethan Felix","UC Davis","2026","batting","all","Z-Contact%","83.5%","23"
"Eli Burnham","UC Davis","2026","batting","all","Z-Contact%","82.8%","24"
"Elijah McNeal","UC Davis","2026","batting","all","Z-Contact%","82.6%","25"
"Hayden Christiansen","Miami (OH)","2026","batting","fastball","Z-Contact%","100.0%","1"
"Jonathan Kim","Michigan","2026","batting","fastball","Z-Contact%","100.0%","1"
"Ethan Fender","Oral Roberts","2026","batting","fastball","Z-Contact%","100.0%","1"
"Will Vasseur","UC Santa Barbara","2026","batting","fastball","Z-Contact%","100.0%","1"
"Jack Ruckert","LSU","2026","batting","fastball","Z-Contact%","100.0%","1"
"Michael Quiros","Central Connecticut","2026","batting","fastball","Z-Contact%","100.0%","1"
"Logan Vaughan","George Mason","2026","batting","fastball","Z-Contact%","100.0%","1"
"Thomas Maher","UC San Diego","2026","batting","fastball","Z-Contact%","100.0%","1"
"Fabian Santana","Alabama State","2026","batting","fastball","Z-Contact%","100.0%","1"
"Brady McAbee","Memphis","2026","batting","fastball","Z-Contact%","100.0%","1"
"Cole Constable","Quinnipiac","2026","batting","fastball","Z-Contact%","100.0%","1"
"JP Kuczik","Fairfield","2026","batting","fastball","Z-Contact%","100.0%","1"
"Blake Simpson","Little Rock","2026","batting","fastball","Z-Contact%","100.0%","1"
"Taer Rodriguez","Dartmouth","2026","batting","fastball","Z-Contact%","100.0%","1"
"Tommy Ahlers Jr.","Dayton","2026","batting","fastball","Z-Contact%","100.0%","1"
"Aidan Barry","Villanova","2026","batting","fastball","Z-Contact%","100.0%","1"
"Will Jesske","Nebraska","2026","batting","fastball","Z-Contact%","100.0%","1"
"Jayden Adcox","New Orleans","2026","batting","fastball","Z-Contact%","100.0%","1"
"Carson Ohland","Grand Canyon","2026","batting","fastball","Z-Contact%","100.0%","1"
"Myles Kallinger","San Francisco","2026","batting","fastball","Z-Contact%","100.0%","1"
"Jake Pineda","Army","2026","batting","fastball","Z-Contact%","100.0%","1"
"Antonio Morales","Maryland","2026","batting","fastball","Z-Contact%","100.0%","1"
"Diego Aponte","UMES","2026","batting","fastball","Z-Contact%","100.0%","1"
"Esteban Garcia","Boston College","2026","batting","fastball","Z-Contact%","100.0%","1"
"Anthony Ruocco","UNC Greensboro","2026","batting","fastball","Z-Contact%","100.0%","1"
"Hayden Robbins","Western Kentucky","2026","batting","slider","Z-Contact%","100.0%","1"
"Davis Hamilton","Minnesota","2026","batting","slider","Z-Contact%","100.0%","1"
"Paul Osting","Western Illinois","2026","batting","slider","Z-Contact%","100.0%","1"
"Max Palinski","Ohio","2026","batting","slider","Z-Contact%","100.0%","1"
"Andreaus Lewis","Manhattan","2026","batting","slider","Z-Contact%","100.0%","1"
"Gabe Roessler","Missouri State","2026","batting","slider","Z-Contact%","100.0%","1"
"Nico Senese","Georgia Southern","2026","batting","slider","Z-Contact%","100.0%","1"
"Will Vasseur","UC Santa Barbara","2026","batting","slider","Z-Contact%","100.0%","1"
"Mitch Wood","Iowa","2026","batting","slider","Z-Contact%","100.0%","1"
"Nick Romano","Florida Atlantic","2026","batting","slider","Z-Contact%","100.0%","1"
"Davis Hanson","Yale","2026","batting","slider","Z-Contact%","100.0%","1"
"Kyle McConachie","Akron","2026","batting","slider","Z-Contact%","100.0%","1"
"Evan Blanchard","George Mason","2026","batting","slider","Z-Contact%","100.0%","1"
"Jaydan Israel","Norfolk State","2026","batting","slider","Z-Contact%","100.0%","1"
"Kyan Lodice","Kansas State","2026","batting","slider","Z-Contact%","100.0%","1"
"Anthony Avalos","Houston Christian","2026","batting","slider","Z-Contact%","100.0%","1"
"Colton Schwarz","Florida","2026","batting","slider","Z-Contact%","100.0%","1"
"Efrain Morales","Old Dominion","2026","batting","slider","Z-Contact%","100.0%","1"
"TJ Schmalzle","Fairfield","2026","batting","slider","Z-Contact%","100.0%","1"
"Cole Constable","Quinnipiac","2026","batting","slider","Z-Contact%","100.0%","1"
"Jaxon Pate","Jacksonville State","2026","batting","slider","Z-Contact%","100.0%","1"
"Josiah Harrison","Norfolk State","2026","batting","slider","Z-Contact%","100.0%","1"
"Connor Roche","Elon","2026","batting","slider","Z-Contact%","100.0%","1"
"Vincent Samuel","Manhattan","2026","batting","slider","Z-Contact%","100.0%","1"
"Garrett Fulmer","The Citadel","2026","batting","slider","Z-Contact%","100.0%","1"
"Matthias Haas","Tulane","2026","batting","changeup","Z-Contact%","100.0%","1"
"Jason Torres","Alabama","2026","batting","changeup","Z-Contact%","100.0%","1"
"Alex Irizarry","Quinnipiac","2026","batting","changeup","Z-Contact%","100.0%","1"
"Antonelli Savattere","Houston","2026","batting","changeup","Z-Contact%","100.0%","1"
"Ben Higdon","Southern Miss","2026","batting","changeup","Z-Contact%","100.0%","1"
"Boston Kellner","Texas A&M","2026","batting","changeup","Z-Contact%","100.0%","1"
"Miller Durham","Utah Tech","2026","batting","changeup","Z-Contact%","100.0%","1"
"Nick Romano","Florida Atlantic","2026","batting","changeup","Z-Contact%","100.0%","1"
"Drew Lanphere","NC State","2026","batting","changeup","Z-Contact%","100.0%","1"
"Jordan Jaffe","Liberty","2026","batting","changeup","Z-Contact%","100.0%","1"
"Brody Briggs","Arizona State","2026","batting","changeup","Z-Contact%","100.0%","1"
"Noah Coy","Notre Dame","2026","batting","changeup","Z-Contact%","100.0%","1"
"Roch Cholowsky","UCLA","2026","batting","changeup","Z-Contact%","100.0%","1"
"Braydon Wooldridge","UC Davis","2026","batting","changeup","Z-Contact%","100.0%","1"
"Thomas Marsala III","Northwestern State","2026","batting","changeup","Z-Contact%","100.0%","1"
"Tyler Lang","USC Upstate","2026","batting","changeup","Z-Contact%","100.0%","1"
"Bayram Hot","Louisville","2026","batting","changeup","Z-Contact%","100.0%","1"
"Owen Prince","VMI","2026","batting","changeup","Z-Contact%","100.0%","1"
"Cody Nitowitz","Portland","2026","batting","changeup","Z-Contact%","100.0%","1"
"Trevor Goldenetz","Long Beach State","2026","batting","changeup","Z-Contact%","100.0%","1"
"Kevin Denty","Elon","2026","batting","changeup","Z-Contact%","100.0%","1"
"Michael Crossland","UC San Diego","2026","batting","changeup","Z-Contact%","100.0%","1"
"Mac Moyer","Nebraska","2026","batting","changeup","Z-Contact%","100.0%","1"
"Diego Urreta","Fairleigh Dickinson","2026","batting","changeup","Z-Contact%","100.0%","1"
"Ty Mainolfi","Boston College","2026","batting","changeup","Z-Contact%","100.0%","1"
"Max Ross","Santa Clara","2026","batting","curveball","Z-Contact%","100.0%","1"
"Tyler Cowan","Washington","2026","batting","curveball","Z-Contact%","100.0%","1"
"Henry Zipay","Omaha","2026","batting","curveball","Z-Contact%","100.0%","1"
"Davis Hamilton","Minnesota","2026","batting","curveball","Z-Contact%","100.0%","1"
"Kade Smith","Little Rock","2026","batting","curveball","Z-Contact%","100.0%","1"
"Devin Chandler","Alabama State","2026","batting","curveball","Z-Contact%","100.0%","1"
"Kyle Hayes","Western Kentucky","2026","batting","curveball","Z-Contact%","100.0%","1"
"Khi Holiday","Southern Indiana","2026","batting","curveball","Z-Contact%","100.0%","1"
"Daylan Pena","Murray State","2026","batting","curveball","Z-Contact%","100.0%","1"
"Luke Costello","Wake Forest","2026","batting","curveball","Z-Contact%","100.0%","1"
"Jarren Advincula","Georgia Tech","2026","batting","curveball","Z-Contact%","100.0%","1"
"Derek Curiel","LSU","2026","batting","curveball","Z-Contact%","100.0%","1"
"Riley DeCandido","Liberty","2026","batting","curveball","Z-Contact%","100.0%","1"
"AJ Nessler","Pittsburgh","2026","batting","curveball","Z-Contact%","100.0%","1"
"Jake Hanley","Indiana","2026","batting","curveball","Z-Contact%","100.0%","1"
"Sean Kang","SIUE","2026","batting","curveball","Z-Contact%","100.0%","1"
"Jeremy Sheffield","Georgetown","2026","batting","curveball","Z-Contact%","100.0%","1"
"Ethan Mendoza","Texas","2026","batting","curveball","Z-Contact%","100.0%","1"
"Dylan Koontz","Charlotte","2026","batting","curveball","Z-Contact%","100.0%","1"
"Jack Porter","Penn State","2026","batting","curveball","Z-Contact%","100.0%","1"
"Jake Ogden","Miami","2026","batting","curveball","Z-Contact%","100.0%","1"
"Owen McElfatrick","Northwestern","2026","batting","curveball","Z-Contact%","100.0%","1"
"Roman Martin","UCLA","2026","batting","curveball","Z-Contact%","100.0%","1"
"Cleary Simpson","Marshall","2026","batting","curveball","Z-Contact%","100.0%","1"
"Kent Schmidt","Georgia Tech","2026","batting","curveball","Z-Contact%","100.0%","1"
"Roman Martin","UCLA","2026","batting","cutter","Z-Contact%","100.0%","1"
"Trevor Lucas","UNC Wilmington","2026","batting","cutter","Z-Contact%","95.2%","2"
"Tyler Cox","Houston","2026","batting","cutter","Z-Contact%","94.4%","3"
"John Stuetzer","Florida State","2026","batting","cutter","Z-Contact%","94.1%","4"
"Anthony Pack Jr.","Texas","2026","batting","cutter","Z-Contact%","94.1%","4"
"Jax Gimenez","Oregon","2026","batting","cutter","Z-Contact%","92.3%","6"
"Tony Lira","Arizona","2026","batting","cutter","Z-Contact%","88.2%","7"
"Maloy Heaghney","USC Upstate","2026","batting","cutter","Z-Contact%","88.2%","7"
"Cal Miller","Utah","2026","batting","cutter","Z-Contact%","87.0%","9"
"Ace Reese","Mississippi State","2026","batting","cutter","Z-Contact%","86.4%","10"
"Harrison Feinberg","Northeastern","2026","batting","cutter","Z-Contact%","85.7%","11"
"Jake Bechtel","UNC Wilmington","2026","batting","cutter","Z-Contact%","85.7%","11"
"Aidan Meola","Oklahoma State","2026","batting","cutter","Z-Contact%","83.3%","13"
"Will Anderson","Santa Clara","2026","batting","cutter","Z-Contact%","82.6%","14"
"Dawson Park","Texas State","2026","batting","cutter","Z-Contact%","82.4%","15"
"Temo Becerra","Texas","2026","batting","cutter","Z-Contact%","81.8%","16"
"Luke Jacobs","Utah","2026","batting","cutter","Z-Contact%","81.3%","17"
"Mikey Bell","Gonzaga","2026","batting","cutter","Z-Contact%","81.0%","18"
"Henry Ford","Tennessee","2026","batting","cutter","Z-Contact%","80.0%","19"
"Maddox Molony","Oregon","2026","batting","cutter","Z-Contact%","79.2%","20"
"Carson Tinney","Texas","2026","batting","cutter","Z-Contact%","78.6%","21"
"Drew Smith","Oregon","2026","batting","cutter","Z-Contact%","76.5%","22"
"Henry Zenor","USC Upstate","2026","batting","cutter","Z-Contact%","75.0%","23"
"Alec DeMartino","Charlotte","2026","batting","cutter","Z-Contact%","73.7%","24"
"Noah Sullivan","Mississippi State","2026","batting","cutter","Z-Contact%","73.7%","24"
"Braydon Wooldridge","UC Davis","2026","batting","all","Whiff%","9.3%","1"
"AJ Oden","Iona","2026","batting","all","Whiff%","9.9%","2"
"Ryan Perez","La Salle","2026","batting","all","Whiff%","11.5%","3"
"Krayton Morse","Western Illinois","2026","batting","all","Whiff%","13.4%","4"
"Wandel Campana","Western Illinois","2026","batting","all","Whiff%","14.5%","5"
"Anthony Zollo","Iona","2026","batting","all","Whiff%","15.5%","6"
"Jonathan Trejo","Texas Southern","2026","batting","all","Whiff%","16.2%","7"
"Joey Wright","UC Davis","2026","batting","all","Whiff%","16.4%","8"
"Kosei Suzuki","La Salle","2026","batting","all","Whiff%","17.2%","9"
"Aiden Ciprian","Iona","2026","batting","all","Whiff%","18.2%","10"
"Damian Rodriguez","Iona","2026","batting","all","Whiff%","18.2%","10"
"Korey Williams","UC Davis","2026","batting","all","Whiff%","18.8%","12"
"Zach Story","UC Davis","2026","batting","all","Whiff%","18.9%","13"
"Nate Lopez","Texas Southern","2026","batting","all","Whiff%","20.2%","14"
"Malachi Costello","Iona","2026","batting","all","Whiff%","20.3%","15"
"Ethan Felix","UC Davis","2026","batting","all","Whiff%","21.6%","16"
"Liam Bushey","Western Illinois","2026","batting","all","Whiff%","22.2%","17"
"Joe Connolly","Western Illinois","2026","batting","all","Whiff%","23.1%","18"
"Chase Swain","La Salle","2026","batting","all","Whiff%","23.2%","19"
"Keenan Anzai","UC Davis","2026","batting","all","Whiff%","23.4%","20"
"Carter Groen","La Salle","2026","batting","all","Whiff%","23.4%","20"
"Justin Szestowicki","La Salle","2026","batting","all","Whiff%","23.7%","22"
"Reyfield Adams III","Alcorn State","2026","batting","all","Whiff%","24.4%","23"
"Sean Stephenson","Iona","2026","batting","all","Whiff%","25.6%","24"
"Nickolas Mora","Iona","2026","batting","all","Whiff%","26.0%","25"
"Jack Ruckert","LSU","2026","batting","fastball","Whiff%","0.0%","1"
"Michael Quiros","Central Connecticut","2026","batting","fastball","Whiff%","0.0%","1"
"Jack Laffitte","Michigan","2026","batting","fastball","Whiff%","0.0%","1"
"Liam Barrett","UC Santa Barbara","2026","batting","fastball","Whiff%","0.0%","1"
"RJ Holmes","Virginia","2026","batting","fastball","Whiff%","0.0%","1"
"Zach Hampton","UMBC","2026","batting","fastball","Whiff%","0.0%","1"
"Brady Bowen","Akron","2026","batting","fastball","Whiff%","0.0%","1"
"Lukas Torres","Wagner","2026","batting","fastball","Whiff%","1.5%","8"
"Ayden Schnarrs","VMI","2026","batting","fastball","Whiff%","1.9%","9"
"Matt Graf","Lindenwood","2026","batting","fastball","Whiff%","2.1%","10"
"Brayden Leonard","Villanova","2026","batting","fastball","Whiff%","2.2%","11"
"Jack Lutz","USF","2026","batting","fastball","Whiff%","2.4%","12"
"Connor Peek","Georgetown","2026","batting","fastball","Whiff%","2.4%","12"
"Raphael Smeenk","Tarleton State","2026","batting","fastball","Whiff%","2.6%","14"
"Ryan Hoeft","Norfolk State","2026","batting","fastball","Whiff%","2.6%","14"
"Davis Hamilton","Minnesota","2026","batting","fastball","Whiff%","2.7%","16"
"Will Jesske","Nebraska","2026","batting","fastball","Whiff%","2.7%","16"
"Tommy Walker","Appalachian State","2026","batting","fastball","Whiff%","2.7%","16"
"Tyler Castro","Eastern Illinois","2026","batting","fastball","Whiff%","2.8%","19"
"Dario Freschi","Saint Mary's (CA)","2026","batting","fastball","Whiff%","2.8%","19"
"Sloan Barrett","Murray State","2026","batting","fastball","Whiff%","2.9%","21"
"Daniel Contreras","Illinois","2026","batting","fastball","Whiff%","2.9%","21"
"Chris Knowles","St. Thomas (MN)","2026","batting","fastball","Whiff%","2.9%","21"
"Nicholas Delvecchio","Long Island","2026","batting","fastball","Whiff%","3.0%","24"
"Jack Kleveno","Utah","2026","batting","fastball","Whiff%","3.2%","25"
"Mark Henshon","Brown","2026","batting","slider","Whiff%","0.0%","1"
"Gabe Petrucelli","Southern Illinois","2026","batting","slider","Whiff%","0.0%","1"
"Connor Chisolm","Murray State","2026","batting","slider","Whiff%","2.6%","3"
"Ethan Adkisson","Stephen F. Austin","2026","batting","slider","Whiff%","3.6%","4"
