64 Rk - wRCE,Year,Name,School,Position,Classification,G,AVG,OBP,SLG,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,SO,CS,PO,SB,IBB,PA
"","2026","Eric Fouraker","North Florida","C","Sr","7","0.000","0.167","0.000","0","5","0","0","0","0","0","0","1","0","0","0","2","1","0","0","0","6"
"","2026","Finn Howell","North Florida","2B","Sr","6","0.250","0.250","0.250","1","4","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","4"
"","2026","Cal Wipf","Pepperdine","1B","So","9","0.125","0.364","0.125","0","8","1","0","0","1","0","0","3","0","0","0","4","0","0","0","0","11"
"","2026","Nolan Welke","St. Thomas (MN)","CF","Fr","3","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Rashad Hayes","Stanford","SS","Fr","7","0.125","0.364","0.250","1","8","1","1","0","2","0","0","2","1","0","0","4","0","0","0","0","11"
"","2026","Al Nash","CSU Bakersfield","2B","Jr","6","0.000","1.000","0.000","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1"
"","2026","Taison Miller","CSU Bakersfield","OF","Fr","5","0.000","0.500","0.000","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"","2026","Ty Velardo","North Florida","DH","So","5","0.000","0.167","0.000","2","5","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","6"
"","2026","Trey Mandina","CSU Bakersfield","C","Jr","4","0.000","0.500","0.000","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2"
"","2026","Christian Lopez","CSU Bakersfield","OF","Fr","8","0.167","0.167","0.167","0","6","1","0","0","1","0","0","0","0","0","0","3","1","0","1","0","6"
"","2026","Kyle Mager","Southern Ill.","SS","Sr","6","0.286","0.400","0.286","2","7","2","0","0","2","0","2","1","1","1","0","2","0","0","0","0","10"
"","2026","Casey Leavitt-McGee","CSU Bakersfield","INF","Jr","9","0.000","0.375","0.000","0","5","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","8"
"","2026","Andrew Savage","Southern Ill.","1B","Sr","5","0.400","0.500","0.400","1","5","2","0","0","2","0","0","0","1","0","1","2","0","0","0","0","7"
"","2026","Andrew Savage","Southern Ill.","1B","Sr","5","0.400","0.500","0.400","1","5","2","0","0","2","0","0","0","1","0","1","2","0","0","0","0","7"
"","2026","Johnny Backus","Pepperdine","RF","Fr","6","0.143","0.333","0.429","1","7","1","0","1","3","0","0","2","0","0","0","4","0","0","0","0","9"
"","2026","AJ Goytia","Texas Tech","C","Jr","8","0.333","0.600","1.000","3","6","2","1","0","6","1","3","4","0","0","0","4","0","0","0","0","10"
"","2026","Hollis Porter","Texas Tech","DH","Jr","4","0.000","0.125","0.000","0","7","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","8"
"","2026","Davis Goodwin","CSU Bakersfield","CF","Fr","4","0.000","0.500","0.000","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2"
"","2026","Nate Voss","Penn St.","C","Sr","1","0.500","0.667","0.500","1","2","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","3"
"","2026","Kealo Smith","VMI","CF","So","9","0.000","1.000","0.000","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1"
"","2026","Alex Bustamante","UT Arlington","SS","Jr","7","0.000","0.333","0.000","1","5","0","0","0","0","0","0","2","1","1","0","3","0","0","1","0","9"
"","2026","Owen Meli","Cal Poly","LF","Fr","8","0.429","0.429","0.571","4","7","3","1","0","4","0","2","0","0","0","0","2","0","0","0","0","7"
"","2026","Marco Lopez","Gardner-Webb","C","So","6","0.200","0.333","0.200","0","5","1","0","0","1","0","1","1","0","0","1","1","0","0","0","0","7"
"","2026","Sebastian Paz","Gardner-Webb","LF","Sr","2","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Ethan Rossow","Gardner-Webb","2B","Sr","12","0.000","0.800","0.000","3","1","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","5"
"","2026","Eric Ruiz","California Baptist","RF","Fr","12","0.250","0.400","0.500","1","8","2","2","0","4","0","0","2","0","0","0","5","0","0","0","0","10"
"","2026","Quinten Marsh","Stanford","P","Fr","8","0.000","0.000","0.000","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4"
"","2026","Connor Witherington","North Florida","DH","Jr","3","0.333","0.500","0.333","0","3","1","0","0","1","0","0","0","1","0","0","2","0","0","0","0","4"
"","2026","Aimon Chandler","Virginia Tech","1B","Fr","5","0.200","0.200","0.800","1","5","1","0","0","4","1","3","0","0","0","0","1","0","0","0","0","5"
"","2026","Joe Stanzione","Gardner-Webb","1B","Sr","9","0.375","0.500","0.875","2","8","3","1","0","7","1","2","2","1","1","0","2","0","0","0","0","12"
"","2026","Daniel Nawrocki","Bucknell","CF","Fr","7","0.000","0.000","0.000","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Matthew Brandt","Houston Christian","1B","Sr","4","0.143","0.143","0.286","1","7","1","1","0","2","0","2","0","0","0","0","1","0","0","0","0","7"
"","2026","Reed Farrell","Penn","C","Sr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","CJ Oxendine","Virginia Tech","C","Fr","7","0.200","0.333","0.200","1","5","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","6"
"","2026","Braden Green","Bucknell","2B","Fr","5","0.125","0.125","0.125","1","8","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","8"
"","2026","Ayden Albright","VMI","LF","Fr","7","0.000","0.500","0.000","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2"
"","2026","Anthony Umbach","Gardner-Webb","2B","So","7","0.000","0.167","0.000","1","5","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","6"
"","2026","Bryce Neely","Virginia","DH","Fr","7","0.000","0.500","0.000","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2"
"","2026","Will Mahala","Virginia","DH","Fr","5","0.333","0.500","1.333","3","3","1","0","0","4","1","1","1","0","0","0","2","0","0","0","0","4"
"","2026","Peter Krumins","Northern Ky.","3B","So","3","0.500","0.667","0.500","1","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3"
"","2026","Mike Santos-LaPlaca","Pacific","3B","Jr","2","0.250","0.250","0.250","0","4","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4"
"","2026","Jordan Kahn","Georgetown","2B","Sr","13","0.111","0.333","0.222","3","9","1","1","0","2","0","1","0","3","0","0","5","0","0","0","0","12"
"","2026","Luke Ciminiello","Stony Brook","RF","So","8","0.333","0.400","0.333","1","9","3","0","0","3","0","3","0","1","0","0","1","0","0","1","0","10"
"","2026","Scott Newman","Georgia","CF","Jr","25","0.125","0.462","0.125","5","8","1","0","0","1","0","1","4","1","0","0","3","0","0","0","0","13"
"","2026","Brevin Smith","Youngstown St.","P","Jr","10","0.111","0.200","0.111","0","9","1","0","0","1","0","0","1","0","0","0","5","0","0","1","0","10"
"","2026","Jake Paulick","Northern Ky.","C","Jr","27","0.320","0.481","0.598","24","97","31","6","0","58","7","28","24","7","1","0","29","0","1","0","1","129"
"","2026","Paul Dulanto","Stony Brook","C","So","7","0.000","0.000","0.000","1","10","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","10"
"","2026","Daisuke Miyama","William & Mary","3B","So","13","0.000","0.200","0.000","0","8","0","0","0","0","0","0","1","1","0","0","6","0","0","0","0","10"
"","2026","Harssh Ramayanam Venkkat","Brown","2B","Fr","4","0.000","0.500","0.000","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2"
"","2026","LJ Edwards","Virginia","RF","Fr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Cruz Harlan","Coastal Carolina","SS","So","15","0.100","0.565","0.100","7","10","1","0","0","1","0","2","12","0","1","0","4","0","0","4","0","23"
"","2026","Tyler Neises","Georgia Tech","LF","Jr","3","0.667","0.750","0.667","2","3","2","0","0","2","0","0","1","0","0","0","1","0","0","0","0","4"
"","2026","Nolan Sparks","Northern Ky.","RF","Sr","10","0.111","0.385","0.222","5","9","1","1","0","2","0","1","3","1","0","0","5","0","0","1","0","13"
"","2026","Austin Park","BYU","P","Fr","11","0.200","0.333","0.200","2","5","1","0","0","1","0","1","1","0","0","0","2","0","0","0","0","6"
"","2026","Peyton Adams","SFA","CF","Fr","7","0.143","0.538","0.143","3","7","1","0","0","1","0","0","5","1","0","0","3","0","0","2","0","13"
"","2026","Jace Miller","Oregon St.","RF","Jr","3","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Jayden White","Ga. Southern","P","Fr","10","0.250","0.250","0.250","1","4","1","0","0","1","0","2","0","0","0","0","1","0","0","0","0","4"
"","2026","Eli Gries-Smith","Oregon St.","LF","Sr","5","0.000","0.000","0.000","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2"
"","2026","Alessandro Villegas","Florida A&M","SS","Jr","5","0.000","0.125","0.000","1","7","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","8"
"","2026","Joshua Wacaser","Florida A&M","2B","Jr","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"","2026","Ayden Terry","SFA","P","Jr","9","0.000","0.333","0.000","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","3"
"","2026","Justin Fallon","Tennessee Tech","P","Fr","7","0.000","0.000","0.000","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4"
"","2026","Kayden Jennings","NIU","2B","Jr","4","0.333","0.500","0.667","1","3","1","1","0","2","0","1","1","0","0","1","1","0","0","0","0","5"
"","2026","Brody Leyboldt","VCU","P","Jr","9","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Tyler Holley","Oregon","3B","So","8","0.167","0.167","0.333","1","6","1","1","0","2","0","2","0","0","0","0","3","0","0","0","0","6"
"","2026","Joshua Evans","Georgia St.","P","So","9","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Graham Hylton","VCU","1B","Jr","2","0.000","0.250","0.000","1","2","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","4"
"","2026","Reginald Samuel II","Prairie View","P","Fr","10","0.000","0.000","0.000","0","5","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","5"
"","2026","Nate Eisfelder","Tennessee","RF","Fr","8","0.167","0.444","0.667","1","6","1","0","0","4","1","5","3","0","0","0","3","0","0","0","0","9"
"","2026","Glenn Green III","Southern U.","P","So","10","0.200","0.200","0.200","2","20","4","0","0","4","0","6","0","0","0","0","7","0","0","1","0","20"
"","2026","Evan Hankins","Tennessee","1B","Fr","5","0.000","0.143","0.000","1","6","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","7"
"","2026","Matthew Martinez II","High Point","C","Sr","2","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Tyrin Kirklin","Southern U.","DH","Fr","1","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3"
"","2026","Bobby Spencer","Southern U.","P","Sr","10","0.333","0.600","0.333","0","3","1","0","0","1","0","0","1","1","0","0","1","0","0","0","0","5"
"","2026","Dawson Walls","Oral Roberts","C","Sr","4","0.333","0.500","0.333","0","3","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","4"
"","2026","Taylor Tracey","Tennessee","P","Fr","8","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"","2026","Aiden Aparicio","Valparaiso","C","Fr","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Kinnick Pusteoska","Georgia St.","1B","So","12","0.111","0.429","0.111","0","9","1","0","0","1","0","0","5","0","0","0","3","0","1","0","0","14"
"","2026","Wyatt Ewanowski","High Point","3B","Jr","6","0.000","0.286","0.000","1","5","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","7"
"","2026","Luke Billings","Texas A&M","UT","Fr","1","0.000","1.000","0.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"","2026","Lane Lusk","Northwestern St.","DH","So","9","0.000","0.000","0.000","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"","2026","Brayden Simmons","UT Arlington","RF","Jr","8","0.000","0.273","0.000","1","8","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","11"
"","2026","Owen Coil","Oral Roberts","RF","So","5","0.000","0.000","0.000","0","5","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","5"
"","2026","Oliver Cush","High Point","LF","Sr","4","0.000","0.000","0.000","0","4","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","4"
"","2026","Brandon Wyland","Utah Tech","P","Jr","9","0.000","0.000","0.000","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"","2026","Cade Nalder","Utah Tech","LF","Fr","2","0.000","0.333","0.000","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3"
"","2026","Ethan Bergan","Gonzaga","C","Sr","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Kamaehu Sanchez","Hawaii","C","Sr","6","0.444","0.500","0.444","2","9","4","0","0","4","0","0","1","0","0","0","3","0","0","0","0","10"
"","2026","Tanner Schaedel","Old Dominion","LF","So","2","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3"
"","2026","Cason Hill","Samford","CF","Fr","10","0.000","0.250","0.000","1","3","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","4"
"","2026","Evan Chadwick","A&M-Corpus Christi","C","Jr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Nic Schwing","A&M-Corpus Christi","3B","Jr","9","0.000","0.286","0.000","2","5","0","0","0","0","0","0","2","0","0","0","2","1","0","0","0","7"
"","2026","Kyle Coleman","Belmont","LF","Fr","12","0.143","0.143","0.143","1","7","1","0","0","1","0","0","0","0","0","0","5","0","1","1","0","7"
"","2026","Marty Kaplan","Northwestern","RF","Sr","2","0.000","0.500","0.000","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2"
"","2026","McGwire Madsen","Utah Tech","INF","Fr","2","0.000","0.000","0.000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"","2026","Braden Rosenthal","Samford","P","Fr","5","0.000","0.000","0.000","0","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5"
"","2026","Kaden Allred","Utah Tech","DH","Fr","2","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Cullen Stone","Harvard","","So","4","0.250","0.250","0.250","0","4","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4"
"","2026","Will Hampton","Vanderbilt","LF","So","5","0.667","0.800","0.667","2","3","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","5"
"","2026","Blake Beheler","Texas St.","LF","Fr","5","0.111","0.273","0.222","0","9","1","1","0","2","0","1","0","2","0","0","2","0","0","0","0","11"
"","2026","Peyton Miller","Gonzaga","SS","Sr","6","0.500","0.571","0.667","3","6","3","1","0","4","0","2","1","0","0","1","0","0","0","1","0","8"
"","2026","Josh Ramos","Northwestern","C","Jr","3","0.250","0.400","0.250","1","4","1","0","0","1","0","0","1","0","0","0","2","0","0","0","0","5"
"","2026","Presley Courville","Texas","C","Fr","5","0.444","0.444","0.556","1","9","4","1","0","5","0","1","0","0","0","0","1","0","0","0","0","9"
"","2026","Ashton Graff-Rowe","Utah","SS","Jr","8","0.000","1.000","0.000","3","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","1"
"","2026","Aukai Kea","Vanderbilt","C","So","6","0.333","0.333","1.333","2","6","2","0","0","8","2","5","0","0","0","0","1","0","0","0","0","6"
"","2026","Terence Bradford","Texas Southern","2B","Fr","5","0.400","0.400","0.400","2","5","2","0","0","2","0","0","0","0","0","0","3","0","0","0","0","5"
"","2026","Brandt Kendall","Ball St.","OF","Fr","4","0.000","0.200","0.000","0","4","0","0","0","0","0","0","1","0","0","0","3","1","0","0","0","5"
"","2026","Cade Sears","Vanderbilt","RF","So","16","0.500","0.500","0.500","6","2","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","2"
"","2026","Justin King","Harvard","3B","Sr","4","0.000","0.000","0.000","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4"
"","2026","Gio Colasante","Harvard","1B","Sr","21","0.291","0.380","0.519","14","79","23","1","1","41","5","19","10","2","1","0","27","0","0","8","2","92"
"","2026","Caleb Barnett","Alabama","3B","Fr","3","0.000","1.000","0.000","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","3"
"","2026","Toby Hueber","George Mason","3B","Jr","5","0.143","0.400","0.286","2","7","1","1","0","2","0","0","2","1","0","0","3","0","0","0","0","10"
"","2026","Simon Hoffman","Elon","RF","Fr","14","0.000","0.273","0.000","7","8","0","0","0","0","0","0","2","1","0","0","5","0","0","1","0","11"
"","2026","Patrick Sullivan","Ohio","DH","Sr","3","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3"
"","2026","Nick Cicale","Army West Point","C","Fr","2","1.000","1.000","1.000","1","1","1","0","0","1","0","2","1","0","0","0","0","0","0","0","0","2"
"","2026","Patrick Lyons","Air Force","OF","Fr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Andrew Graham","Notre Dame","2B","Sr","6","0.000","0.500","0.000","2","3","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","6"
"","2026","Mason Pickering","Austin Peay","C","Fr","5","0.167","0.286","0.167","0","6","1","0","0","1","0","0","1","0","0","0","2","0","0","0","0","7"
"","2026","Anthony Chiappetta","FDU","C","Sr","5","0.250","0.400","0.250","1","4","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","5"
"","2026","Austin Matranga","Grand Canyon","2B","Jr","3","0.000","1.000","0.000","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2"
"","2026","Branston Lindquist","Toledo","C","Fr","2","0.000","0.333","0.000","1","2","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","3"
"","2026","Kade Huff","Grand Canyon","C","Jr","3","0.200","0.200","0.200","0","5","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","5"
"","2026","Evan Burg","Tulane","RF","Fr","16","0.000","0.200","0.000","3","8","0","0","0","0","0","1","1","1","0","0","3","0","0","0","0","10"
"","2026","Avery Ortiz","Oklahoma St.","SS","Jr","2","0.143","0.143","0.143","1","7","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","7"
"","2026","Taylor Belza","Auburn","C","Fr","7","0.143","0.333","0.571","2","7","1","0","0","4","1","1","2","0","0","0","4","0","0","0","0","9"
"","2026","Ty O'Brien","Toledo","C","So","6","0.286","0.286","0.714","1","7","2","0","0","5","1","2","0","0","0","0","3","0","0","0","0","7"
"","2026","Micholas Jackson","Grambling","C","So","4","0.000","0.333","0.000","1","4","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","6"
"","2026","Cael Boever","Grand Canyon","LF","Sr","5","0.000","0.000","0.000","0","9","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","9"
"","2026","Troy Reader","Notre Dame","DH","Jr","2","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3"
"","2026","Brady Richardson","Troy","P","Fr","9","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"","2026","Max Orozco","Oakland","CF","So","10","0.500","0.500","0.500","1","4","2","0","0","2","0","1","0","0","0","1","2","1","0","2","0","5"
"","2026","Zach Evenson","Mercyhurst","P","Sr","9","0.000","0.500","0.000","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4"
"","2026","Parker Corbin","Maryland","2B","Fr","1","1.000","1.000","1.000","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Nick Jackson","Mercyhurst","LF","So","4","0.143","0.250","0.143","0","7","1","0","0","1","0","0","0","1","0","0","4","0","1","0","0","8"
"","2026","Cameron Carter","UTRGV","LF","So","4","0.000","0.222","0.000","1","7","0","0","0","0","0","0","1","1","0","0","4","0","0","0","0","9"
"","2026","Luke Romine","Ole Miss","1B","Fr","9","0.143","0.143","0.143","1","7","1","0","0","1","0","1","0","0","0","0","2","0","0","0","0","7"
"","2026","Kelven Perera","Ole Miss","C","Fr","5","0.167","0.167","0.167","0","6","1","0","0","1","0","0","0","0","0","0","5","0","0","0","0","6"
"","2026","Lane Hutchinson","TCU","2B","Sr","4","0.000","0.800","0.000","2","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","5"
"","2026","Camden Farmer","Mississippi Val.","P","Jr","12","0.000","1.000","0.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"","2026","Cole Yennaco","Merrimack","P","Jr","14","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Jack Malec","Mercyhurst","DH","Sr","3","0.333","0.333","0.333","0","3","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3"
"","2026","Jackson Akin","Minnesota","SS","Fr","2","0.000","0.167","0.000","1","5","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","6"
"","2026","Coy DeFury","Texas St.","1B","Sr","9","0.000","0.308","0.000","3","9","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","13"
"","2026","Chandler Powell","Mercyhurst","3B","Jr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Bennett Fryman","Texas St.","RF","Jr","5","0.333","0.429","1.000","2","6","2","1","0","6","1","3","1","0","0","0","4","0","0","0","0","7"
"","2026","Cole Eaton","TCU","LF","So","12","0.167","0.167","0.167","0","6","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","6"
"","2026","Colin Blanchard","TCU","C","Sr","4","0.000","0.000","0.000","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
"","2026","Anthony Elezaj","Michigan St.","C","Fr","3","0.333","0.333","0.667","2","3","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","3"
"","2026","Nick Hunklee","Merrimack","P","Jr","9","0.000","0.000","0.000","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Jackson Hugus","Miami (FL)","C","Sr","10","0.125","0.300","0.125","0","8","1","0","0","1","0","1","1","1","0","0","3","0","0","0","0","10"
"","2026","Brian Downing","Merrimack","3B","Jr","5","0.111","0.111","0.222","0","9","1","1","0","2","0","2","0","0","0","0","6","0","0","0","0","9"
"","2026","Logan Castellano","Merrimack","1B","Sr","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Michael Podstreleny","UC Irvine","DH","Fr","4","0.000","0.000","0.000","0","7","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","7"
"","2026","Luca Perriello","Mercer","C","So","7","0.167","0.500","0.167","4","6","1","0","0","1","0","2","3","1","0","0","2","0","0","0","0","10"
"","2026","Tristan Head","California","2B","So","5","0.143","0.143","0.143","0","7","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","7"
"","2026","Kalen Applefield","California","UT","So","6","0.154","0.267","0.154","0","13","2","0","0","2","0","0","2","0","0","0","3","0","0","0","0","15"
"","2026","Gabriel Milano","Miami (FL)","3B","Fr","9","0.333","0.400","1.000","2","9","3","0","0","9","2","4","1","0","0","0","1","0","0","0","0","10"
"","2026","Donavan Jeffrey","Miami (FL)","1B","Fr","8","0.250","0.300","0.250","3","8","2","0","0","2","0","2","1","0","1","0","2","0","0","0","0","10"
"","2026","Callum Early","Texas","2B","So","4","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3"
"","2026","Mason Greenhouse","Miami (FL)","CF","Fr","8","0.167","0.167","0.167","0","6","1","0","0","1","0","1","0","0","0","0","3","0","0","0","0","6"
"","2026","Bennett Gary","Miami (FL)","RF","Fr","8","0.286","0.500","0.714","4","7","2","0","0","5","1","2","2","1","0","0","2","0","0","0","0","10"
"","2026","Blake Peterson","Texas","LF","So","3","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Parker Zeiser","Mercyhurst","C","Jr","4","0.143","0.250","0.143","0","7","1","0","0","1","0","0","1","0","0","0","3","0","0","0","0","8"
"","2026","Darek Staudt","Mercyhurst","2B","Fr","4","0.000","0.000","0.000","0","5","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","5"
"","2026","Michael Callahan","Missouri St.","LF","Fr","11","0.000","1.000","0.000","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2"
"","2026","Ethan Kang","UC Davis","LF","Jr","4","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Cayden Burch","UT Arlington","3B","Jr","3","0.333","0.333","0.333","0","3","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3"
"","2026","Collin Ewaldsen","Mercer","P","So","15","0.000","0.500","0.000","1","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","2"
"","2026","Will Stark","A&M-Corpus Christi","RF","So","8","0.000","0.111","0.000","0","8","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","9"
"","2026","Leo Humbert","Missouri","CF","Fr","7","0.333","0.556","0.500","5","6","2","1","0","3","0","2","2","1","0","0","2","0","0","0","0","9"
"","2026","Ben Royo","Texas A&M","2B","Sr","4","0.000","0.200","0.000","1","3","0","0","0","0","0","1","1","0","1","0","2","0","0","0","0","5"
"","2026","Josh Vaughn","UTSA","2B","Sr","5","0.250","0.200","0.500","1","4","1","1","0","2","0","2","0","0","1","0","3","0","0","0","0","5"
"","2026","Blake LaBuda","Texas A&M","DH","Sr","4","0.167","0.444","0.167","2","6","1","0","0","1","0","1","2","1","0","0","1","0","0","0","0","9"
"","2026","Carter Newman","Longwood","LF","Sr","9","0.143","0.143","0.143","0","7","1","0","0","1","0","0","0","0","0","0","5","0","0","0","0","7"
"","2026","Brock Leitgeb","Michigan","C","Jr","6","0.000","0.000","0.000","0","7","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","7"
"","2026","Brady Hill","Mercyhurst","1B","Jr","4","0.000","0.000","0.000","0","6","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","6"
"","2026","Joe Longo","Michigan","1B","Sr","9","0.222","0.364","0.333","1","9","2","1","0","3","0","0","0","2","0","0","3","0","0","0","0","11"
"","2026","Luke Hayes","Morehead St.","P","Fr","12","0.000","0.250","0.000","1","3","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","4"
"","2026","Tyler Wood","UC Davis","P","Jr","14","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
